ecosystem,packageName,requestedVersion,version,name,displayName,description,recipeCount,category1,category2,category3,category4,category1Description,category2Description,category3Description,category4Description,options
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindSenderNullForStaticEvents,Find static event with non-null sender,Detect static event invocations that pass `this` as the sender. Static events should use `null` as the sender.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindSingleLineXmlComment,Find multi-line XML doc comment style,Detect `/** ... */` style XML doc comments. Use `///` single-line style instead for consistency.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindSpanEqualityOperator,Find equality operator on Span<T>,Detect `==` or `!=` operators on `Span<T>` or `ReadOnlySpan<T>`. Use `SequenceEqual` instead.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindStreamReadIgnored,Find Stream.Read() return value ignored,Detect `Stream.Read()` calls where the return value (bytes read) is not used. This can lead to incomplete reads.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindStringFormatConstant,Find non-constant string.Format format string,Detect non-constant format strings passed to `string.Format`. Use a constant to prevent format string injection.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindTaskInUsing,Find unawaited task in using statement,"Detect `using` statements where a Task is not awaited, which can cause premature disposal before the task completes.",1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindThreadStaticOnInstanceField,Do not use ThreadStatic on instance fields,`[ThreadStatic]` only works on static fields. Using it on instance fields has no effect.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindThrowIfNullWithNonNullable,Find ThrowIfNull with value type argument,Detect `ArgumentNullException.ThrowIfNull` called with value type parameters that can never be null.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindTypeNameMatchesNamespace,Find type name matching namespace,"Detect type names that match their containing namespace, which can cause ambiguous references.",1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindTypeShouldNotExtendApplicationException,Types should not extend ApplicationException,Do not create custom exceptions that inherit from `ApplicationException`. Inherit from `Exception` or a more specific exception type.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindUseCallerArgumentExpression,Find redundant nameof with CallerArgumentExpression,Detect `nameof(param)` passed to parameters marked with `[CallerArgumentExpression]`. The attribute fills the value automatically.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindUseDateTimeOffsetInsteadOfDateTime,Find DateTime.Now/UtcNow usage,Detect `DateTime.Now` and `DateTime.UtcNow` usage. Use `DateTimeOffset` instead for unambiguous time representation across time zones.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindUseDebuggerDisplayAttribute,Find ToString override without DebuggerDisplay,Detect classes that override `ToString()` but lack `[DebuggerDisplay]` attribute for debugger integration.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindUseDefaultParameterValue,Find [DefaultValue] on parameter,"Detect `[DefaultValue]` on method parameters. Use `[DefaultParameterValue]` instead, as `[DefaultValue]` is for component model metadata only.",1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindUseElementAccessInsteadOfLinq,Find ElementAt() that could use indexer,Detect LINQ `.ElementAt(index)` calls that could be replaced with direct indexer access `[index]`.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindUseEqualsMethodInsteadOfOperator,Find == comparison that should use Equals(),Detect `==` comparisons on reference types that override `Equals`. Using `==` may compare references instead of values.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindUseExplicitEnumValue,Find integer 0 used instead of named enum value,Detect usage of integer literal `0` where a named enum member should be used for clarity.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindUseFormatProviderInToString,Find Parse/ToString without IFormatProvider,"Detect calls to culture-sensitive methods like `int.Parse`, `double.Parse` without an explicit `IFormatProvider` or `CultureInfo`.",1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindUseIFormatProvider,Find Parse/TryParse without IFormatProvider,Detect `int.Parse(str)` and similar calls without an `IFormatProvider` parameter. Use `CultureInfo.InvariantCulture` for culture-independent parsing.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindUseLangwordInXmlComment,Find missing langword in XML comment,"Detect XML doc comments that reference `null`, `true`, `false` as plain text instead of using `<see langword=""...""/>`.",1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindUseLazyInitializerEnsureInitialize,Find Interlocked.CompareExchange lazy init pattern,"Detect `Interlocked.CompareExchange(ref field, new T(), null)` pattern. Use `LazyInitializer.EnsureInitialized` for cleaner lazy initialization.",1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindUseListPatternMatching,Find collection emptiness check,Detect `.Length == 0` or `.Count == 0` checks that could use list patterns like `is []` in C# 11+.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindUseNamedParameter,Find boolean literal argument without name,Detect boolean literal arguments (`true`/`false`) passed without named parameters. Named arguments improve readability.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindUseOperatingSystemMethods,Use OperatingSystem methods instead of RuntimeInformation,Use `OperatingSystem.IsWindows()` and similar methods instead of `RuntimeInformation.IsOSPlatform()`. The OperatingSystem methods are more concise and can be optimized by the JIT.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindUseProcessStartWithStartInfo,Find Process.Start with string argument,Detect `Process.Start("filename")` which should use the `ProcessStartInfo` overload for explicit control over `UseShellExecute` and other settings.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindUseRecordClassExplicitly,Find implicit record class declaration,Detect `record` declarations that should use `record class` explicitly to clarify that they are reference types.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindUseRegexOptions,Find Regex without ExplicitCapture option,Detect `new Regex()` or `Regex.IsMatch()` without `RegexOptions.ExplicitCapture`. Using this option avoids unnecessary unnamed captures.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindUseShellExecuteFalseWhenRedirecting,Find redirect without UseShellExecute=false,Detect `ProcessStartInfo` that sets `RedirectStandard*` without explicitly setting `UseShellExecute = false`.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindUseShellExecuteNotSet,Find ProcessStartInfo without UseShellExecute,Detect `new ProcessStartInfo()` without explicitly setting `UseShellExecute`. The default changed between .NET Framework (true) and .NET Core (false).,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindUseStringComparer,Find Dictionary/HashSet without StringComparer,"Detect `Dictionary<string, T>` or `HashSet<string>` created without an explicit `StringComparer`. Use `StringComparer.Ordinal` or `StringComparer.OrdinalIgnoreCase`.",1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindUseStringCreateInsteadOfConcat,Find FormattableString usage,Detect `FormattableString` usage. Consider using `String.Create` on .NET 6+ for better performance.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindUseStringEqualsInsteadOfIsPattern,Find 'is' pattern with string literal,Detect `x is "literal"` patterns that should use `string.Equals` with explicit `StringComparison` for culture-aware or case-insensitive comparisons.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindUseSystemThreadingLock,Use System.Threading.Lock instead of object for locking,"In .NET 9+, use `System.Threading.Lock` instead of `object` for lock objects. The dedicated Lock type provides better performance.",1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindUseTaskUnwrap,Find double await pattern,Detect `await await` pattern which can be replaced with `.Unwrap()` for clarity.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindUseTimeProviderInsteadOfCustom,Find custom time abstraction,Detect interfaces or abstract classes that appear to be custom time providers. Use `System.TimeProvider` (available in .NET 8+) instead.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.FindValidateArgumentsBeforeYield,Find argument validation in iterator method,Detect iterator methods that validate arguments after `yield return`. Argument validation in iterators is deferred until enumeration begins.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.ImplementExceptionConstructors,Implement exception constructors,Ensure custom exception classes implement standard constructors.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.ImplementNonGenericCounterpart,Implement non-generic counterpart,Implement non-generic interface when implementing generic counterpart.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.InvalidArgumentNullCheck,Fix invalid argument null check,Fix invalid argument null check patterns.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.MakeClassSealed,Make class sealed,A class that has only private constructors should be marked as sealed.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.MakeClassStatic,Make class static,Make classes that contain only static members static.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.MakeFieldReadOnly,Make field read-only,Make field read-only when it is only assigned in the constructor or initializer.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.MakeMethodExtensionMethod,Make method an extension method,Convert a static method to an extension method where appropriate.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.MarkLocalVariableAsConst,Mark local variable as const,Mark local variable as const when its value never changes.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.MarkTypeWithDebuggerDisplay,Mark type with DebuggerDisplay attribute,Add DebuggerDisplay attribute to publicly visible types to improve debugging experience.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.MergePreprocessorDirectives,Merge preprocessor directives,Merge consecutive preprocessor directives that can be combined into a single directive.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.NormalizeEnumFlagValue,Normalize format of enum flag value,Normalize the format of Flags enum values.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.OrderModifiers,Order modifiers,"Reorder modifiers to the canonical C# order: access, new, abstract/virtual/override/sealed, static, readonly, extern, unsafe, volatile, async, partial, const.",1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.OrderNamedArguments,Order named arguments by parameters,Reorder named arguments to match parameter order.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.OrderTypeParameterConstraints,Order type parameter constraints,Order type parameter constraints consistently.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.OverridingMemberShouldNotChangeParams,Overriding member should not change 'params' modifier,An overriding member should not add or remove the 'params' modifier compared to its base declaration.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.ParameterNameDiffersFromBase,Parameter name differs from base,Rename parameter to match base class or interface definition.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.ParenthesizeNotPattern,Parenthesize not pattern for clarity,Add parentheses to `not A or B` → `(not A) or B` to clarify that `not` binds tighter than `or`.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.PreferNullCheckOverTypeCheck,Prefer null check over type check,Replace `x is object` with `x is not null` for clarity.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.SimplifyBooleanLogic,Simplify boolean logic with constants,"Simplify `x || true` to `true`, `x && false` to `false`, `x || false` to `x`, and `x && true` to `x`.",1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.SortEnumMembers,Sort enum members,Sort enum members by their resolved constant value.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.SplitVariableDeclaration,Split variable declaration,Split multi-variable declarations into separate declarations.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.StaticMemberInGenericType,Static member in generic type should use a type parameter,Find static members in generic types that do not use any of the type's type parameters.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.StyleCodeQuality,Style code quality,Code style modernization recipes for C#.,168,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.UnusedParameter,Remove unused parameter,Rename unused lambda parameters to discard (_).,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.UnusedTypeParameter,Remove unused type parameter,Flag type parameters that are not used.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.UseAsyncAwait,Use async/await when necessary,Add async/await to methods that return Task but don't use await.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.UseAttributeUsageAttribute,Use AttributeUsageAttribute,Add AttributeUsage to custom attribute classes.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.UseAutoProperty,Use auto property,Use auto property instead of property with backing field.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.UseBlockBodyOrExpressionBody,Use block body or expression body,Convert between block body and expression body for members.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,"[{""name"":""AllowMultiLine"",""type"":""Boolean"",""displayName"":""Allow multi-line expression body"",""description"":""When true, also flags methods with multi-line return expressions (e.g., switch expressions, multi-line conditionals). Default is false, matching Roslyn's default RCS1016 behavior."",""value"":false}]"
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.UseCoalesceExpressionFromNullCheck,Use coalesce expression,Convert null-check conditional to null-coalescing expression.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.UseCollectionExpression,Use collection expression,Replace array/list creation with collection expressions (C# 12).,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.UseConstantInsteadOfField,Use constant instead of field,Convert `static readonly` fields with literal initializers to `const`.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.UseElementAccess,Use element access,Use indexer instead of First()/Last()/ElementAt() when the collection supports indexer access.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.UseEnumFieldExplicitly,Use enum field explicitly,Use named enum field instead of cast integer value.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.UseEventArgsEmpty,Use EventArgs.Empty,Replace `new EventArgs()` with `EventArgs.Empty`. The static `EventArgs.Empty` field avoids unnecessary allocations.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.UseEventArgsEmptyForNull,Use EventArgs.Empty instead of null,Replace `null` with `EventArgs.Empty` when raising events. Passing `null` for EventArgs can cause NullReferenceException in event handlers.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.UseEventHandlerT,Use EventHandler<T>,Use generic EventHandler<T> instead of custom delegate types.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.UseExplicitTypeInsteadOfVar,Use explicit type instead of var,Use explicit type instead of `var` when the type is not evident.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.UseExplicitlyTypedArray,Use explicitly typed array,Use explicitly or implicitly typed array.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.UseFileScopedNamespace,Use file-scoped namespace,Detect block-scoped namespace declarations that could use file-scoped syntax (C# 10).,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.UseMethodChaining,Use method chaining,Chain consecutive method calls on the same receiver into a fluent chain.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.UseMethodGroupConversion,Use method group conversion,Replace `x => Foo(x)` with `Foo` where method group conversion applies.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.UsePredefinedType,Use predefined type,"Use predefined type keyword (e.g., int instead of Int32).",1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.UsePrimaryConstructor,Use primary constructor,Convert classes with a single constructor into primary constructor syntax (C# 12).,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.UseReadOnlyAutoProperty,Use read-only auto property,Use read-only auto property when the setter is never used.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.UseStringContains,Use string.Contains instead of IndexOf comparison,Replace `s.IndexOf(x) >= 0` with `s.Contains(x)` and `s.IndexOf(x) == -1` with `!s.Contains(x)`.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.UseStringIsNullOrEmpty,Use string.IsNullOrEmpty method,Replace `s == null || s == ""` and `s == null || s.Length == 0` with `string.IsNullOrEmpty(s)`.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.UseStringLengthComparison,Use string.Length instead of comparison with empty string,Replace `s == ""` with `s.Length == 0` and `s != ""` with `s.Length != 0`.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
nuget,OpenRewrite.Recipes.CSharp.CodeQuality,,0.4.0,OpenRewrite.Recipes.CSharp.CodeQuality.Style.UseThisForEventSender,Use 'this' for event sender,Replace `null` with `this` as the sender argument when raising instance events. The sender should be the object raising the event.,1,,Style,Code Quality,C#,,Code style modernization,Recipes for improving C# code quality,,
